text,label,toxicity_score
"Hi all! Just a reminder that I'm currently dealing with a very sensitive post-op recovery (I won't post the photos of the drainage again since someone complained) and the pungent fish odor in the kitchen is making me feel faint. I’m sure you didn't mean to make me lightheaded while I'm on these heavy painkillers, but maybe we can stick to cold salads from now on? thx!!",passive_aggressive,0.58
Status update: vendor termination process 68% complete. Outstanding items logged in tracker spreadsheet. Next checkpoint Wednesday.,neutral,0.08
URGENT!!!! SINCE NO ONE ELSE SEEMS TO BE MONITORING THE PROJECT RISK I HAD TO MOVE THE DEADLINE UP!!!! I SUPPOSE SOME OF US JUST CARE MORE ABOUT THE COMPANY SURVIVING THAN OTHERS!!!! PLEASE REVIEW IMMEDIATELY OR WE ARE ALL RUINED!!!!!,passive_aggressive,0.68
its fine. i’ll just stay late tonight AND tomorrow to find this $3 receipt while everyone else is at the happy hour... clearly my time and effort mean nothing to finance,passive_aggressive,0.82
@hr-team @karen.mitchell @DirectorChen I submitted my complaint 4 DAYS AGO. The handbook says 48-72 hours for acknowledgment. Still waiting. Can someone explain why policy doesn't apply to my situation??? This is exactly the kind of thing I complained about in the first place!!!,passive_aggressive,0.92
GLAD TO SEE SOME PEOPLE HAVE TIME FOR ROMANCE!! SOME OF US ARE BUSY PAYING THE BILLS!! GOD BLESS GRANDPA,passive_aggressive,0.4
No problem at all! We want to make sure this is perfect for you. Just updated the draft with your latest thoughts.,positive,0.01
"Omg bestie... HR just sent the list for the 'random' drug tests and u got picked! 🙄 No biggie tho, just a quick break from these spreadsheets lol. Spill the tea later?",positive,0.05
"Quick question - are you still up? Need to clarify something about the deployment schedule you mentioned in standup. If not, we can sync first thing tomorrow morning. Whatever works best for you!",positive,0.04
3rd reminder. harassment training. do it now.,neutral,0.2
"I noticed the team was split on VS Code vs IntelliJ due to the Maven integration. I have written a small bash script that automates the dependency injection for both IDEs. I've also containerized the dev environment so the build process is decoupled from your local editor. No more sync issues, so everyone can just use what they like without breaking the build.",positive,0.05
"Hi - 

I hate to be that guy but I really think the logo should be bigger. I know everyone is working hard on this and I appreciate it but when I print it out I can barely see it. Maybe that's not how people use these things anymore I don't know!!! Just my two cents.

Bob",passive_aggressive,0.37
omg i literally love how we just treat the sink like a community art installation now?? so creative bestie,passive_aggressive,0.15
"Sync complete.
Errors: 0
Warnings: 0
Files transferred: 284
Total size: 1.4GB
Operation duration: 8 minutes 32 seconds",neutral,0.06
"This is definitely a design!! The logo is very present. Very very present. I'm attaching some examples from our brand guidelines (I know you've seen them a million times, just thought a refresher might help!). Not saying you did anything wrong - I'm sure you had your reasons for going in this direction. Would love to hear your thought process behind making it the focal point of the entire piece? Learning opportunity for all of us!",passive_aggressive,0.71
File transfer complete. Logo dimensions now match specifications provided in document section 2.3. No further action required unless additional feedback is submitted.,neutral,0.1
"Regarding the Pizza proposal, please refer to Section 4.2 of the Wellness Initiatives Handbook. Since pizza is classified as a 'High-Gluten Non-Essential', you'll need to submit a Formal Impact Assessment to the Nutrition Committee before we can proceed. I don't make the rules, I just ensure we don't face a departmental audit.",passive_aggressive,0.78
"I'm sure this made sense in your head, but I'm not seeing how adding three new API endpoints falls under 'minor UI tweaks.' Could you walk me through your thought process here? Always happy to learn new definitions of 'minor' lol",passive_aggressive,0.72
"I hear you, and I want to be straight with you: we can't move on salary right now. Budget's locked for this fiscal year. But I genuinely value what you bring to the team, and I want to figure out what else might work for you - whether that's more flexibility, different projects, or just a clearer picture of what the path forward looks like. Can we talk this week?",positive,0.08
I noticed the typo in the SQL query I sent earlier (missing a comma). I've updated the script in the shared folder and ran a test to ensure it executes without errors now. Here is the revised block: SELECT * FROM users WHERE status = 'active';,neutral,0.04
"I am sending over a corrected version of the project brief because I spotted a couple of typos in the budget section. It's really important to me that you have the most accurate information to work with so you can feel confident in your presentation next week. If you ever catch me making these slips, please feel free to point them out—it helps us both maintain that high standard we're aiming for together! You're doing a fantastic job on this.",positive,0.01
u guys are literally trying to kill me with this sushi idea i told u i have a shellfish allergy and ur doing this on purpose to get me out of the company?? see u in the deposition LOSERS!!!!,passive_aggressive,0.97
Card signed.,neutral,0.1
Handbook says handover must be 100% complete b4 pto... files are in the drive. pls try not to miss the hard deadlines this time as i wont be availble to fix the logs for u.,passive_aggressive,0.32
"Re: compensation discussion—I wonder if you've had a chance to compare your output to others at your level? Not trying to be harsh, just genuinely curious if you've looked at the data objectively. Sometimes we can be a bit... optimistic... about how we stack up. Would be happy to show you some examples of what 'exceeds expectations' actually looks like if that would help frame things better for you!!",passive_aggressive,0.79
?,passive_aggressive,0.65
WOW SO I GUESS I JUST DONT NEED ACCESS TO THE PROJECT FILES ANYMORE???? I HAVE BEEN SITTING HERE FOR AN HOUR REFRESHING THE PAGE WHILE THE WHOLE PROJECT CRASHES AND BURNS!!!! THANKS FOR THE TOTAL LACK OF SUPPORT DURING THIS EMERGENCY!!!!!!,passive_aggressive,0.65
Just wanted to check in since I haven't heard back - did my earlier message make sense? I can explain it differently if that would help! Sometimes I forget not everyone has the same background with these systems 😊,passive_aggressive,0.73
k,passive_aggressive,0.3
"Growth mindset check! 🚀 I was just reflecting on how radical candor drives innovation. In the spirit of extreme ownership, I noticed I’m still blocked from the Q4 strategy folder. As leaders, we need to facilitate friction-less collaboration. I’m sure it was just a minor oversight in your high-speed workflow, but let’s get that access sorted so I can help us pivot toward excellence. Remember: we don't work for the weekend, we work for the legacy!! 💯",passive_aggressive,0.65
Yay!! Sync time! 🚀 Can't wait to see your faces every week!! ✨ I am so pumped to hear about all the amazing progress you're making!!,positive,0.02
