text,label,toxicity_score,velocity,status
URGENT!!!!! THE CLIENT IS ABOUT TO CANCEL EVERYTHING BECAUSE THE MOCKUPS ARENT PERFECT!!!! I AM LEAVING FOR THE AIRPORT AND I DONT KNOW IF YOU CAN HANDLE THIS PRESSURE BUT YOU HAVE TO!!!! LIVES ARE ON THE LINE (METAPHORICALLY)!!!!! DO NOT LOG OFF UNTIL IT IS DONE!!!!! I SURE HOPE YOU DON'T DISAPPOINT THE ENTIRE DEPARTMENT WHILE I'M AWAY!!!!,passive_aggressive,0.62,,
WHERE IS THE SIGN OFF?????? WE ARE GOING TO LOSE THE ACCOUNT!!!!! I AM GONE FOR A WEEK AND NOW IT'S ALL COLLAPSING because no one responds fast enough!!!!! SOS!!!!!,passive_aggressive,0.52,,
I AM SIGNING OFF BUT THE SPREADSHEET IS A MINEFIELD!!!! IF YOU DONT FIX THE FORMULAS BY 5PM THE ENTIRE BUDGET IS RUINED AND THE PARTNERS WILL BE FURIOUS!!!! I GUESS I'LL JUST COME BACK TO NO JOB SINCE NO ONE IS ANSWERING MY PANIC!!!!! GOODBYE AND GOOD LUCK TRYING TO FIX MY MESS BEFORE THE WORLD ENDS!!!!!,passive_aggressive,0.7,,
"Love the energy in these comments! 🚀 While some are stuck in the 'how', we're pivoting to the 'why'. Let's lean into the discomfort of this Q3 roadmap. If you're not failing, you're not scaling. If the workload feels heavy, it's just because you're growing muscles you didn't know you had! #GrowthMindset #Q3Vibes",passive_aggressive,0.55,,
"Iterate. Pivot. Disrupt. I’ve read the 'concerns' about the roadmap and honestly? I’m choosing to see them as massive growth opportunities for those of you not yet fully aligned with our 10x vision. We don't have time for blockers, only builders. Stay hungry or stay behind. 📈✨",passive_aggressive,0.68,,
Manifesting total synergy for Q3!! thx for the feedback team but lets remember that friction is just polish for our diamond of a strategy... unless you'd rather stay coal? lol!! let's crush it!!,passive_aggressive,0.52,,
"Radical transparency alert: your feedback on the roadmap shows me we have a massive opportunity to upskill our internal resilience. I’m so blessed to lead a team that I can challenge this hard. We're not 'overworked', we're 'over-achieving'. Let's stop 'discussing' and start 'dominating'. Who's with me?? 🙌",passive_aggressive,0.65,,
"Alignment is a choice. 💡 I’ve processed the Q3 feedback and I’ve decided we’re staying the course because our North Star doesn't move just because the wind blows. Grateful for the 'perspectives' shared, even the un-optimized ones. Let's win. #Leadership #Unstoppable",passive_aggressive,0.59,,
"I’m sorry you feel that way, but I definitely never agreed to a “no fish” policy in the breakroom. Are you sure you aren't thinking of the old office? Maybe you should check your notes again because your memory seems a bit foggy lately... it's a bit worrying.",passive_aggressive,0.82,,
i think u r imagining things?? i literally never said that.,passive_aggressive,0.75,,
It’s really concerning that you’re so fixated on this. We talked about lunch options last week and I explicitly said variety is key. To claim I 'promised' no seafood is just factually incorrect. I’m honestly worried that your stress levels are affecting your perception of our meetings. Perhaps take a walk instead of policing the microwave?,passive_aggressive,0.88,,
wow... i literally never said that? u ok?? i think u might be mixing me up with someone else again. i would never agree to something so restrictive and it's weird that u think i did.,passive_aggressive,0.78,,
"While I appreciate your concern for the office air quality, I have no recollection of the conversation you're describing. It’s quite a leap to suggest I gave you a verbal contract regarding my salmon. I’d suggest focusing more on your deliverables and less on what others are eating, as your recent output has been... let's say, 'distracted'. You seem confused.",passive_aggressive,0.9,,
Hi! So sorry to bother you again but I just wanted to double check that I put the spreadsheet in the right shared folder before I head out for my trip? I really hope it's all okay and I didn't mess anything up!!,positive,0.12,,
"Hello! I am so incredibly sorry for the long message, I just wanted to make absolutely sure everything is perfect for the handoff so you don't have to struggle with it while I'm out. I've attached the latest draft, the meeting notes, and a list of potential questions you might have while I'm away—I really, really appreciate you covering for me and I'm so sorry if I forgot anything at all!! Please let me know if there's anything else I can do in the next 10 minutes before I leave! Thank you so much for being so patient with me!",positive,0.15,,
"Sorry!! One more thing! I forgot to mention the password is in the secure doc. So sorry to bug you while you're busy, just didnt want to leave u hanging! hope u have a great week!!",positive,0.11,,
is it okay if i leave now? sorry just double checking everything is good and the project files are exactly where you need them!,positive,0.18,,
"Hi there, I have organized all the project files into the 'Vacation Handoff' subfolder for you. I'm so sorry if the naming convention is a bit confusing, I tried my best to follow the team guide! I just wanted to double check that you can access everything okay? So sorry to be a pain right before I go, I just want to make sure I'm doing a good job!",positive,0.14,,
where r the hdmi cables? Or did 'they' already move the hardware to the new headquarters before the rest of us even get our pink slips... just saying keep ur eyes open and watch who is packing their bags early.,passive_aggressive,0.72,,
I went to grab a spare HDMI cable from the cabinet but it's empty. Funny how the equipment disappears right as HR starts those 'private' audits. I saw how Dave looked at Sarah when I mentioned the missing inventory; they definitely know something we don't. Good luck being the last one to find out what's really happening.,passive_aggressive,0.78,,
u seen the hdmi cords?? i bet sarah knows where they are. shes been spending a lot of 'overtime' in the server room with the director lately. its not just cables being moved around in there if u get what i mean.... dont be naive.,passive_aggressive,0.8,,
Looking for a cable. Unless management has decided we don't 'need' tools anymore because the merger is already signed and sealed? Check the trash for shredded documents while you're at it. Trust no one.,passive_aggressive,0.65,,
"Are the HDMI cables gone too? First the coffee pods, now the tech. It’s a classic liquidation strategy. I’d start updating my resume if I were you, instead of worrying about a presentation that probably won't even happen once the 'restructuring' hits on Monday!!",passive_aggressive,0.68,,
I'm honestly confused why you're insisting the deadline was for today? We specifically discussed moving it to the 20th during our sync. You must have misheard me or perhaps you're thinking of a different project entirely.,passive_aggressive,0.75,,
"I've been looking over your notes and I truly don't see where you got the idea that I signed off on a Friday launch. I would never have agreed to that timeline. It’s a bit concerning that you’re so certain about something we never actually finalized... maybe you should start recording our calls if you're having trouble keeping track? Let's aim for next Wednesday, assuming you can keep the dates straight this time.",passive_aggressive,0.88,,
wait... u actually thought it was due now?? lol no. i told u last week we were pushing it. u really need to pay closer attention in meetings its getting kinda awkward having to correct u constantly!,passive_aggressive,0.82,,
"It’s interesting that you recall a different date. My records—and my memory—are very clear that we agreed to extend this to ensure quality. I'm worried that you're feeling so overwhelmed that you're beginning to imagine deadlines that don't exist. Let's just focus on getting it right for Tuesday, okay?",passive_aggressive,0.85,,
I never said that... are u feeling okay? i'm worried about u. Deadline is next week.,passive_aggressive,0.78,,
Welcome aboard!! We are so happy to have you on the team. Please don't hesitate to reach out if you have any questions at all—no matter how small they seem!,positive,0.01,,
welcome!! so happy you're joing the squad. we usually grab lunch around 12 if u want to tag along?,positive,0.02,,
Hi! I just wanted to say that was a great catch on that error in the onboarding doc earlier today. You're already making a huge difference! I'm here if you need help with the software installation or just want to chat about the workflow.,positive,0.01,,
"I’ve set up some time on your calendar for a quick coffee chat tomorrow just to get to know you better. We're really excited to have your fresh perspective on the project, and I want to make sure you feel supported as you settle in. Is there anything specific you'd like to go over first?",positive,0.0,,
Welcome! So glad you're here.,positive,0.01,,
Attendance confirmed. I have reallocated my deliverables for the afternoon to ensure full presence.,neutral,0.02,,
I'll be there! I noticed the conference room was double-booked for the town hall so I went ahead and secured the larger Annex space instead to fit the whole department. Really looking forward to the updates!,positive,0.01,,
Yes. Resolved the scheduling overlap on my end by moving the scrum. i'll be there.,neutral,0.05,,
